"model","term","estimate","se","p","lower","upper","n","clusters","rank"
"T3_2","dist4",-484.22484963391,235.589448025307,0.0427733510287588,-952.336064688637,-16.1136345791832,1295,90,30
"T3_2","dist5",-18.9967444806503,232.310248334571,0.935010715762203,-480.592259598457,442.598770637156,1295,90,30
"T3_2","dist6",-63.1238944961546,244.0781030714,0.79652430815269,-548.101886314925,421.854097322616,1295,90,30
"T3_2","dist8",-185.100867771044,767.557819242084,0.809989226744159,-1710.22190524456,1340.02016970247,1295,90,30
"T3_2","dist9",-551.902046214637,266.969161941033,0.0416112331372086,-1082.36408441651,-21.4400080127617,1295,90,30
"T3_2","dist10",-320.377906022064,186.995269629213,0.090139876176981,-691.933523683745,51.1777116396169,1295,90,30
"T3_2","dist11",-255.636194345812,172.597565996421,0.14210867880794,-598.58388156733,87.3114928757068,1295,90,30
"T3_2","dist12",-785.765547944898,305.109559697732,0.0116633921275206,-1392.01174408003,-179.519351809765,1295,90,30
"T3_2","dist13",28.6539843500644,146.412824358485,0.845285802301696,-262.2651789848,319.573147684929,1295,90,30
"T3_2","dist14",1271.43504298182,251.481256661033,2.27607811489826e-06,771.747142671276,1771.12294329237,1295,90,30
"T3_2","dist16",3796.52853073377,1000.27829131867,0.000268514313220556,1808.99687230503,5784.06018916251,1295,90,30
"T3_2","dist17",476.806466388036,244.492179282231,0.054300546441069,-8.99428604162676,962.6072188177,1295,90,30
"T3_2","dist18",194.373083700875,167.375513935493,0.248625338775466,-138.198497307866,526.944664709615,1295,90,30
"T3_2","dist19",1440.14301406917,954.79466033301,0.13501252556799,-457.013638414856,3337.2996665532,1295,90,30
"T3_2","dist20",641.724702062406,655.710350642561,0.330395371977775,-661.157797710156,1944.60720183497,1295,90,30
"T3_2","dist21",-602.473006978668,300.087700101141,0.047712734734603,-1198.74087506346,-6.205138893872,1295,90,30
"T3_2","dist22",92.6369873643727,218.872080983773,0.673135959125053,-342.257175466998,527.531150195743,1295,90,30
"T3_2","dist23",50.0364134691678,167.032042282032,0.765209925895835,-281.852696680262,381.925523618597,1295,90,30
"T3_2","dist24",127.821997518707,316.903398160628,0.687660443304433,-501.858304427619,757.502299465034,1295,90,30
"T3_2","dist25",458.251464807983,116.805521821007,0.00017168493164313,226.161380964926,690.341548651039,1295,90,30
"T3_3","(Intercept)",634.51722240725,241.274645801684,0.0100642525167564,155.109640468381,1113.92480434612,1295,90,14
"T3_3","literate",163.738653639212,127.705433528249,0.203116662451159,-90.009322592634,417.486629871058,1295,90,14
"T3_3","totland",47.836540114308,17.8777793342606,0.00887445877918417,12.3137733826587,83.3593068459574,1295,90,14
"T3_3","bihar",-562.885731817672,209.911983526223,0.00873410145330065,-979.97637185539,-145.795091779955,1295,90,14
"T3_3","caste4",-287.925835558895,221.048409956807,0.196090110699613,-727.144317702802,151.292646585012,1295,90,14
"T3_3","caste5",-426.465303268401,163.203906960881,0.0105338523589355,-750.747990075878,-102.182616460925,1295,90,14
"T3_3","domlow",387.218920714418,161.773341885813,0.0187844756639537,65.77873623936,708.659105189475,1295,90,14
"T3_3","paddy",278.986244627469,182.431173269939,0.129744481558115,-83.5006107858395,641.473100040777,1295,90,14
"T3_3","wheat",-403.201420692634,242.130262280316,0.0993843744202533,-884.309094349492,77.9062529642237,1295,90,14
"T3_3","cereal",40.2415271032544,164.356828138924,0.807142064535428,-286.331989527201,366.81504373371,1295,90,14
"T3_3","pulse",468.145679664896,136.31516195345,0.00090412698227226,197.290356443642,739.00100288615,1295,90,14
"T3_3","bulb",300.868249186293,208.851751293378,0.153211373588211,-114.115731988231,715.852230360818,1295,90,14
"T3_3","seed",62.4117342611988,252.469791869238,0.805319126574597,-439.240364451762,564.063832974159,1295,90,14
"T3_3","cash",1210.90538619397,446.666896068918,0.00804960619871593,323.387777930439,2098.42299445749,1295,90,14
"T3_4","(Intercept)",1185.38691026818,267.798300422375,3.03720550198264e-05,652.347726893189,1718.42609364316,1127,80,10
"T3_4","literate",297.449170539461,158.305152321013,0.0639380933932645,-17.6493531784106,612.547694257333,1127,80,10
"T3_4","totland",55.8854530119784,19.5991815769962,0.00555146140524115,16.874257921708,94.8966481022489,1127,80,10
"T3_4","bihar",-885.52437125743,311.668469682704,0.00571451994424365,-1505.88494225947,-265.16380025539,1127,80,10
"T3_4","caste4",-556.18220769762,266.897863281602,0.0404039799422971,-1087.42911577646,-24.9352996187832,1127,80,10
"T3_4","caste5",-909.92189015765,226.465905283526,0.000133052026677823,-1360.6909989392,-459.152781376099,1127,80,10
"T3_4","domlow",505.565938163248,198.638006277319,0.012869765758076,110.186876808864,900.944999517631,1127,80,10
"T3_4","area",-0.295210984165778,0.163513230449963,0.0748177375862443,-0.620675928090315,0.030253959758759,1127,80,10
"T3_4","pmixdominant",480.736124973112,416.220371772721,0.251570505012366,-347.729801523964,1309.20205147019,1127,80,10
"T3_4","tolaparea",-440.758034010597,172.308398133507,0.0124411793034542,-783.729321299852,-97.7867467213413,1127,80,10
"T3_5","(Intercept)",89.5897244335044,527.432813344303,0.86550577082123,-958.408041102298,1137.58748996931,1295,90,16
"T3_5","literate",288.597692183595,145.654675828097,0.05063481351824,-0.815046170325786,578.010430537516,1295,90,16
"T3_5","totland",65.589593931349,20.5520454820768,0.00195679554076586,24.7531173271781,106.42607053552,1295,90,16
"T3_5","bihar",-1024.89426254034,299.707850095428,0.000948192956158926,-1620.40737675477,-429.3811483259,1295,90,16
"T3_5","caste4",-512.66404927213,196.883607617484,0.0107994496007103,-903.867583890023,-121.460514654238,1295,90,16
"T3_5","caste5",-807.8837721971,186.846535926936,3.99056406572051e-05,-1179.14385916046,-436.623685233744,1295,90,16
"T3_5","domlow",668.475362750534,254.925439854155,0.0102750886223077,161.943943798059,1175.00678170301,1295,90,16
"T3_5","gwdevelopment",19.6266222458419,7.4235750341514,0.00968769180454042,4.8761367787965,34.3771077128874,1295,90,16
"T3_5","rainfall",0.366811077484762,0.398933132359304,0.36032990124169,-0.425860559040496,1.15948271401002,1295,90,16
"T3_5","gwavailability",-0.0051331911053239,0.0033025898752353,0.123663604385084,-0.0116953668406216,0.00142898462997375,1295,90,16
"T3_5","river",80.2384341822588,182.198509904625,0.660722293890983,-281.786124080015,442.262992444533,1295,90,16
"T3_5","canal",72.6500558642304,292.337590626288,0.804309093812415,-508.218509775192,653.518621503652,1295,90,16
"T3_5","noalkal",226.486989105947,233.510724929466,0.334714350051842,-237.493847435172,690.467825647065,1295,90,16
"T3_5","nolog",-538.539808191537,360.287052576938,0.138516484543389,-1254.42250736981,177.342890986738,1295,90,16
"T3_5","nosoil",407.86354768353,341.334075076429,0.235296664778207,-270.359988909011,1086.08708427607,1295,90,16
"T3_5","noflood",282.356065464135,286.470571487561,0.326983133646593,-286.85485811704,851.566989045311,1295,90,16
"T3_6","(Intercept)",750.734849973651,302.308264791294,0.0151897846051382,148.76218894575,1352.70751100155,1122,78,19
"T3_6","literate",224.390666984279,104.445494831411,0.0348256426644014,16.413116322718,432.368217645841,1122,78,19
"T3_6","totland",50.9080415522438,15.6071270048471,0.00165085940519168,19.8302813044573,81.9858018000304,1122,78,19
"T3_6","bihar",-346.322549821902,169.600046752898,0.0445763588697722,-684.039388376687,-8.6057112671183,1122,78,19
"T3_6","caste4",-415.89360145072,167.331238630338,0.0151068811531035,-749.092665859163,-82.6945370422771,1122,78,19
"T3_6","caste5",-612.424046472289,142.839611162701,5.18235546716525e-05,-896.854050035585,-327.994042908993,1122,78,19
"T3_6","domlow",371.265894078102,167.650717369907,0.0297505824764713,37.4306662252586,705.101121930945,1122,78,19
"T3_6","bus3",-1.2870693505615,22.5815070389387,0.954695541998646,-46.2525944963419,43.6784557952189,1122,78,19
"T3_6","tele3",-18.749780021121,8.50377320687618,0.0304477761147665,-35.6829557966992,-1.81660424554287,1122,78,19
"T3_6","ps3",-5.20944427370994,17.2487299872829,0.763451827810452,-39.5560536757545,29.1371651283346,1122,78,19
"T3_6","pds3",-123.015404004529,69.2073156416177,0.0794360534605628,-260.824775468931,14.7939674598737,1122,78,19
"T3_6","bank3",1.16964664756386,18.4573356974944,0.949635867244952,-35.5836041872308,37.9228974823585,1122,78,19
"T3_6","pps3",69.4739368511249,116.183403728508,0.551616149922155,-161.87677649445,300.8246501967,1122,78,19
"T3_6","ms3",47.9908813514104,41.3927528955968,0.249874673084112,-34.4326197891721,130.414382491993,1122,78,19
"T3_6","ss3",6.99524426952417,19.9873787413686,0.727306902584388,-32.8047115015185,46.7952000405668,1122,78,19
"T3_6","phc3",4.78280452746348,24.2204764718683,0.843980527663034,-43.4463257055452,53.0119347604721,1122,78,19
"T3_6","hosp3",5.3573909516197,5.67897739824376,0.348441042923036,-5.95089775394447,16.6656796571839,1122,78,19
"T3_6","electric",213.875402937023,203.754354696058,0.29715197638683,-191.851351431027,619.602157305072,1122,78,19
"T3_6","hhelec",-4.6796099754933,2.92957937298636,0.114280211493496,-10.5131477785915,1.15392782760494,1122,78,19
"T4_1","(Intercept)",507.56962763665,142.095320000817,0.000574219787022482,225.229253495498,789.910001777801,1295,90,32
"T4_1","literate",219.605177517088,120.98729928305,0.0728754146009415,-20.7940090691232,460.004364103299,1295,90,32
"T4_1","totland",18.0512470822482,15.3698212529534,0.243343573016587,-12.4882603625892,48.5907545270857,1295,90,32
"T4_1","bihar",211.323460089557,64.6326007819945,0.00153220556402226,82.8998590420413,339.747061137074,1295,90,32
"T4_1","caste4",-628.053354247722,220.387048455822,0.0054353877985343,-1065.9577251765,-190.148983318945,1295,90,32
"T4_1","caste5",-753.415563867269,172.918962675485,3.52226849577903e-05,-1097.00185944418,-409.829268290359,1295,90,32
"T4_1","domlow",346.222876725308,196.16533738866,0.0810017937240715,-43.5534702474212,735.999223698038,1295,90,32
"T4_1","buywater",318.148347922422,127.949113497739,0.0147658545584678,63.9161847817024,572.380511063141,1295,90,32
"T4_1","ownpump",1119.62759363969,259.973421849251,4.25386889043392e-05,603.065941987467,1636.18924529191,1295,90,32
"T4_1","dist1",-141.580377934713,201.724291833067,0.48460352428715,-542.402248980006,259.241493110581,1295,90,32
"T4_1","dist2",-164.789580767853,203.416480474348,0.4200381686133,-568.973794598919,239.394633063212,1295,90,32
"T4_1","dist3",-530.17468190312,80.4946307839001,3.05865255328452e-09,-690.115798695352,-370.233565110888,1295,90,32
"T4_1","dist4",-485.783853419633,252.630285724208,0.05768966545199,-987.754850003821,16.1871431645545,1295,90,32
"T4_1","dist5",-120.923601503503,246.209340015719,0.62453538836716,-610.136315734235,368.28911272723,1295,90,32
"T4_1","dist6",-168.224850890134,242.219052677418,0.489168148328521,-649.508949174755,313.059247394486,1295,90,32
"T4_1","dist8",-197.126339479082,775.854375199683,0.800022561427027,-1738.73245691961,1344.47977796144,1295,90,32
"T4_1","dist9",-618.409027255094,261.119836349072,0.0200347308368971,-1137.24858009927,-99.5694744109223,1295,90,32
"T4_1","dist10",-354.294854685622,203.653572190578,0.0853698229242663,-758.950164706666,50.3604553354217,1295,90,32
"T4_1","dist11",-377.372018596254,150.678307656526,0.0140844236565828,-676.766606387425,-77.9774308050829,1295,90,32
"T4_1","dist12",-846.765284848263,296.529990085084,0.00534529188812732,-1435.96405891213,-257.566510784393,1295,90,32
"T4_1","dist13",-21.1415338868903,132.610334826403,0.873694507871329,-284.63544452135,242.352376747569,1295,90,32
"T4_1","dist14",1245.3959970432,206.52499812263,3.6556770528741e-08,835.035224857957,1655.75676922844,1295,90,32
"T4_1","dist16",3411.52053402216,1005.60879414048,0.00103529308226293,1413.39728002883,5409.64378801548,1295,90,32
"T4_1","dist17",281.292801765198,239.726957231592,0.243770828709023,-195.039555951428,757.625159481824,1295,90,32
"T4_1","dist18",-112.21639493503,178.226393171029,0.530550790869403,-466.348441855697,241.915651985637,1295,90,32
"T4_1","dist19",1117.11600487614,928.01535798169,0.231870877452375,-726.83074424817,2961.06275400046,1295,90,32
"T4_1","dist20",415.302936248141,620.09192237132,0.504754825239621,-816.806505239574,1647.41237773586,1295,90,32
"T4_1","dist21",-876.028064610507,260.870634679897,0.00115646975790764,-1394.37245904615,-357.683670174868,1295,90,32
"T4_1","dist22",16.1186194084106,225.813646637686,0.943255338667308,-432.56828651851,464.805525335332,1295,90,32
"T4_1","dist23",124.339087900528,147.788687039305,0.402417848212492,-169.31388527457,417.992061075627,1295,90,32
"T4_1","dist24",-50.3038526733423,353.245206467969,0.887082069106758,-752.194553627896,651.586848281211,1295,90,32
"T4_1","dist25",61.0121435949401,145.090623959352,0.675126100573857,-227.279835710368,349.304122900248,1295,90,32
"T4_2","(Intercept)",739.56767332402,170.22706677125,3.69096810403669e-05,401.330117570113,1077.80522907793,1295,90,34
"T4_2","literate",189.763275033118,118.672024000397,0.113352293757921,-46.0355088829684,425.562058949205,1295,90,34
"T4_2","totland",15.4384116207355,15.2746324413303,0.314889339775198,-14.9119576829754,45.7887809244465,1295,90,34
"T4_2","bihar",96.2918838949567,61.7259704422786,0.122311304968078,-26.3563045802051,218.940072370119,1295,90,34
"T4_2","caste4",-602.311777549163,218.701499251611,0.00713649812937786,-1036.8669981122,-167.756556986122,1295,90,34
"T4_2","caste5",-749.057396623357,176.281710288009,5.26889826178071e-05,-1099.32540007817,-398.789393168547,1295,90,34
"T4_2","domlow",-87.9806143152006,165.929632061617,0.597273972566853,-417.679258838548,241.718030208146,1295,90,34
"T4_2","buywater",-143.014693225893,174.860584752707,0.415610919547671,-490.458950512734,204.429564060949,1295,90,34
"T4_2","ownpump",865.734185004117,474.415234520664,0.0713793601817067,-76.91878070972,1808.38715071795,1295,90,34
"T4_2","dlbuywater",850.935932179705,274.974652923363,0.00263413729702566,304.567153916849,1397.30471044256,1295,90,34
"T4_2","dlownpump",388.521853875975,500.402643048842,0.439560497505059,-605.767539038718,1382.81124679067,1295,90,34
"T4_2","dist1",20.0379465274991,230.327005476606,0.930868685137588,-437.616907275584,477.692800330582,1295,90,34
"T4_2","dist2",-95.0744451730845,155.64346421871,0.542857346788681,-404.33469329303,214.185802946861,1295,90,34
"T4_2","dist3",-327.66854692714,85.1620146724106,0.000223968488413117,-496.883656088262,-158.453437766019,1295,90,34
"T4_2","dist4",-435.120059245543,219.118680503933,0.0501361536180344,-870.504210070781,0.264091579694934,1295,90,34
"T4_2","dist5",-21.99662843916,230.113957879352,0.924060991244363,-479.228161204517,435.234904326197,1295,90,34
"T4_2","dist6",-14.6856558740186,222.368215030001,0.947492462928978,-456.526562585863,427.155250837826,1295,90,34
"T4_2","dist8",-193.252961022991,749.987258418745,0.797252606219376,-1683.46166840215,1296.95574635617,1295,90,34
"T4_2","dist9",-504.495410629956,235.369049968072,0.0348069380522631,-972.168699439545,-36.8221218203681,1295,90,34
"T4_2","dist10",-212.018130009928,173.044949914126,0.223724991832,-555.854759546428,131.818499526572,1295,90,34
"T4_2","dist11",-132.5401316914,135.075333518275,0.329138607389426,-400.93194222092,135.851678838119,1295,90,34
"T4_2","dist12",-751.376914942874,309.508954625642,0.017211005940926,-1366.36461509048,-136.389214795267,1295,90,34
"T4_2","dist13",4.7584760228736,148.950862766037,0.974586158096311,-291.203715566324,300.720667612072,1295,90,34
"T4_2","dist14",1250.11601780564,217.477548055666,1.24690445101169e-07,817.992762198177,1682.2392734131,1295,90,34
"T4_2","dist16",3370.74651398764,976.523024806823,0.000854015089430219,1430.41606411904,5311.07696385624,1295,90,34
"T4_2","dist17",327.517200991461,250.756589584601,0.19487874234976,-170.730801273981,825.765203256903,1295,90,34
"T4_2","dist18",45.923484366631,184.446311536983,0.803949753872706,-320.567407859855,412.414376593117,1295,90,34
"T4_2","dist19",959.292061251473,924.222617772077,0.302107512116496,-877.118593863578,2795.70271636652,1295,90,34
"T4_2","dist20",413.771171879116,596.017529400388,0.489348361820608,-770.502963571814,1598.04530733005,1295,90,34
"T4_2","dist21",-991.244370682386,280.489939232313,0.000651700568713505,-1548.5719053628,-433.91683600197,1295,90,34
"T4_2","dist22",22.8204597728697,235.736933228437,0.923099095934093,-445.583805238969,491.224724784709,1295,90,34
"T4_2","dist23",48.7803242764538,162.364580882099,0.764544527539904,-273.834639490541,371.395288043449,1295,90,34
"T4_2","dist24",-21.0843183776142,340.240312317429,0.950726552405727,-697.134571665709,654.965934910481,1295,90,34
"T4_2","dist25",147.155983797016,163.693181418688,0.371092065646012,-178.098880936333,472.410848530366,1295,90,34
"T4_3","(Intercept)",716.940451646332,252.921882271531,0.00567695007760126,214.390058933764,1219.4908443589,1295,90,18
"T4_3","literate",107.496373685354,125.152472137874,0.392690321250242,-141.178922643155,356.171670013862,1295,90,18
"T4_3","totland",28.4295272145202,16.3217954745592,0.084995953588301,-4.00153273112684,60.8605871601673,1295,90,18
"T4_3","bihar",-496.525397919188,192.958419705389,0.0117303258425476,-879.929667764188,-113.121128074187,1295,90,18
"T4_3","caste4",-201.141891544404,219.505449914802,0.361964271054282,-637.294544950658,235.01076186185,1295,90,18
"T4_3","caste5",-367.233387190983,156.646643250012,0.0212862800207325,-678.486930677916,-55.9798437040495,1295,90,18
"T4_3","domlow",19.0176191179892,137.123977303106,0.890009058289374,-253.444802974864,291.480041210843,1295,90,18
"T4_3","buywater",43.4261030339485,192.993873660729,0.822485107613251,-340.048613065127,426.900819133024,1295,90,18
"T4_3","ownpump",755.760272657225,496.962945351113,0.131865572148125,-231.69451419934,1743.21505951379,1295,90,18
"T4_3","dlbuywater",602.135870878335,254.38037532413,0.0200972168399628,96.6874835368764,1107.58425821979,1295,90,18
"T4_3","dlownpump",365.341686058715,593.921020497792,0.540035172440537,-814.766730859431,1545.45010297686,1295,90,18
"T4_3","paddy",120.255360070193,176.44700044498,0.497300707887192,-230.341071405758,470.851791546143,1295,90,18
"T4_3","wheat",-512.581318832774,280.153809942472,0.0706515660047951,-1069.240971774,44.0783341084485,1295,90,18
"T4_3","cereal",-9.78358226692761,172.43083024947,0.954880159780173,-352.399969110809,332.832804576953,1295,90,18
"T4_3","pulse",481.247832266289,134.220730799289,0.000548972045039056,214.554099135936,747.941565396643,1295,90,18
"T4_3","bulb",205.67085832781,206.849567204001,0.322771707635294,-205.334825708633,616.676542364254,1295,90,18
"T4_3","seed",14.1571751732776,240.751821963454,0.953240039052533,-464.211566935433,492.525917281988,1295,90,18
"T4_3","cash",982.732844735385,406.859534991622,0.0177621104478763,174.311615016002,1791.15407445477,1295,90,18
"T4_4","(Intercept)",1080.13957619734,291.832930775084,0.000395295027459933,499.260657784001,1661.01849461068,1127,80,14
"T4_4","literate",170.369312895446,153.902857848953,0.271656511180648,-135.966662865019,476.705288655911,1127,80,14
"T4_4","totland",22.1073334039875,19.0134106472215,0.248442146275386,-15.7379138159662,59.9525806239413,1127,80,14
"T4_4","bihar",-756.697187801455,277.574966534212,0.00789084374179136,-1309.1963382941,-204.198037308811,1127,80,14
"T4_4","caste4",-351.050301509009,258.165558836173,0.177765467497663,-864.915992368649,162.81538935063,1127,80,14
"T4_4","caste5",-682.72346257827,198.2521874026,0.000920875831828682,-1077.33457067236,-288.112354484182,1127,80,14
"T4_4","domlow",-162.08987256639,186.2952347906,0.386898274102724,-532.90126182021,208.72151668743,1127,80,14
"T4_4","buywater",-233.915985452999,171.667778300089,0.176877807816397,-575.612150860151,107.780179954152,1127,80,14
"T4_4","ownpump",841.024673569785,532.750991296897,0.118413546660674,-219.389649057434,1901.438996197,1127,80,14
"T4_4","dlbuywater",980.676781321433,333.930871648229,0.00434356160240431,316.004007646885,1645.34955499598,1127,80,14
"T4_4","dlownpump",773.227763313328,682.007341804417,0.260327042391091,-584.273893559764,2130.72942018642,1127,80,14
"T4_4","area",-0.21400070187526,0.167636952364202,0.205493148768315,-0.547673708950924,0.119672305200405,1127,80,14
"T4_4","pmixdominant",479.637585528299,369.618042991308,0.198181446457073,-256.068725848599,1215.3438969052,1127,80,14
"T4_4","tolaparea",-345.114454615277,150.527003078337,0.0245254294903382,-644.730959537863,-45.4979496926907,1127,80,14
"T4_5","(Intercept)",269.1587512163,524.184678486067,0.608887449688122,-772.385039543063,1310.70254197566,1295,90,20
"T4_5","literate",183.769022543832,149.689417381318,0.222808484295545,-113.660661334353,481.198706422017,1295,90,20
"T4_5","totland",29.5287833806416,17.4736506790681,0.0945464768579789,-5.1909883212802,64.2485550825634,1295,90,20
"T4_5","bihar",-895.253403479705,284.409127994294,0.00223899088072848,-1460.36828274952,-330.138524209888,1295,90,20
"T4_5","caste4",-333.455362357845,210.918300147627,0.117432593313691,-752.545532087252,85.6348073715628,1295,90,20
"T4_5","caste5",-624.904606855248,182.852808420323,0.000954725706309056,-988.229242331333,-261.579971379163,1295,90,20
"T4_5","domlow",48.0866184734665,175.025001236105,0.784151656994937,-299.684330863734,395.857567810667,1295,90,20
"T4_5","buywater",-225.706997581598,172.632673062387,0.194430589715743,-568.724441795392,117.310446632196,1295,90,20
"T4_5","ownpump",703.337078093156,524.09462633849,0.18300839154302,-338.027780967126,1744.70193715344,1295,90,20
"T4_5","dlbuywater",901.780819519873,273.744507049831,0.0014174828974642,357.856314905012,1445.70532413473,1295,90,20
"T4_5","dlownpump",654.817594145676,600.063923779773,0.278109921591023,-537.496640746894,1847.13182903825,1295,90,20
"T4_5","gwdevelopment",15.0165283552896,7.53585988256054,0.0493606305937954,0.0429352861778671,29.9901214244013,1295,90,20
"T4_5","rainfall",0.424237179732112,0.381414335493004,0.269015854563603,-0.333624980578828,1.18209934004305,1295,90,20
"T4_5","gwavailability",-0.00475366336077403,0.00309246803119111,0.127798285311166,-0.0108983314676549,0.00139100474610683,1295,90,20
"T4_5","river",169.204565115207,152.943106764736,0.271567935146203,-134.69013026264,473.099260493053,1295,90,20
"T4_5","canal",121.036454477587,276.984010591408,0.663184320751229,-429.324874671362,671.397783626536,1295,90,20
"T4_5","noalkal",127.640934263514,225.440488572368,0.57269320079949,-320.304514536071,575.586383063099,1295,90,20
"T4_5","nolog",-479.185239320639,340.53614458424,0.162865814245926,-1155.82330502152,197.452826380238,1295,90,20
"T4_5","nosoil",290.244753135323,329.576737088606,0.380874323775928,-364.617203312519,945.106709583165,1295,90,20
"T4_5","noflood",266.333873669677,276.527015785727,0.338087539398751,-283.1194165346,815.787163873955,1295,90,20
"T4_6","(Intercept)",1055.38254500914,226.04891158329,1.06555559345558e-05,606.228172646564,1504.53691737172,1295,90,11
"T4_6","literate",256.685117664675,141.64533877345,0.073332548150649,-24.7611533625203,538.131388691871,1295,90,11
"T4_6","totland",63.5558869618138,19.2817425809606,0.00140885772913552,25.2434751640819,101.868298759546,1295,90,11
"T4_6","bihar",-652.574143469205,213.444226763548,0.00294855851427403,-1076.68327558096,-228.465011357447,1295,90,11
"T4_6","caste4",-531.12707940504,229.828068939079,0.0231449508045161,-987.790556935651,-74.4636018744291,1295,90,11
"T4_6","caste5",-834.861527988427,207.084010258505,0.000116677633150027,-1246.33304538042,-423.390010596437,1295,90,11
"T4_6","domlow",654.408271630015,245.909808413371,0.00923783117389186,165.790720312976,1143.02582294705,1295,90,11
"T4_6","tenant",79.3103981940935,106.146675106286,0.456925956755005,-131.60078426551,290.221580653697,1295,90,11
"T4_6","landlord",-324.24883935054,173.034014520779,0.0642250016361681,-668.063740493388,19.5660617923091,1295,90,11
"T4_6","dltenant",-420.673889228728,288.99506391288,0.149009539113637,-994.900925486077,153.55314702862,1295,90,11
"T4_6","dllandlord",189.558967181426,323.193773068077,0.559012184798202,-452.62017571791,831.738110080763,1295,90,11
"T4_7","(Intercept)",1135.18761514539,225.346742833284,2.45154236440461e-06,687.428437132532,1582.94679315824,1295,90,11
"T4_7","literate",231.890786864245,133.019424972033,0.0847372461861562,-32.4159771757586,496.19755090425,1295,90,11
"T4_7","totland",55.4779510706605,18.1475449765167,0.00295124571734035,19.4191657539895,91.5367363873314,1295,90,11
"T4_7","bihar",-648.826682765842,210.179071022877,0.00269547669503132,-1066.44801997032,-231.205345561367,1295,90,11
"T4_7","caste4",-550.998970894764,224.607407735832,0.0161098915666173,-997.289105817184,-104.708835972344,1295,90,11
"T4_7","caste5",-859.510230456797,209.10504073464,8.77130968387297e-05,-1274.99749235592,-444.022968557674,1295,90,11
"T4_7","domlow",740.738722468834,259.689958359317,0.00539452866316396,224.740306733199,1256.73713820447,1295,90,11
"T4_7","bfrelsc",-234.824085000582,124.961352987246,0.063493362072347,-483.119631647726,13.4714616465625,1295,90,11
"T4_7","bfhcast",-28.5830185841504,160.97280622865,0.859468692422824,-348.43255576023,291.266518591929,1295,90,11
"T4_7","dlbfrelsc",-482.738078548258,292.185467388215,0.102025220394313,-1063.30437855393,97.8282214574118,1295,90,11
"T4_7","dlbfhcast",-542.51196532981,318.740013954847,0.0922364361714542,-1175.84158373843,90.8176530788061,1295,90,11
"T5_1","(Intercept)",0.836991321856769,0.060187528566931,6.17064353932264e-23,0.717191042967489,0.956791600746048,1127,80,25
"T5_1","totland",0.00124627906070932,0.0054084508883284,0.818351929127495,-0.00951897314698327,0.0120115312684019,1127,80,25
"T5_1","bihar",-0.135080981384323,0.0679927258309752,0.0504230654844634,-0.270417116808707,0.000255154040061212,1127,80,25
"T5_1","caste4",-0.103142620037907,0.0477978254370567,0.0339736926320934,-0.198281811727639,-0.00800342834817414,1127,80,25
"T5_1","caste5",-0.162139934539668,0.0442994879392888,0.00045359477006898,-0.250315859621512,-0.0739640094578236,1127,80,25
"T5_1","domlow",0.0696215940245617,0.0484228731903091,0.154445050925221,-0.0267617240970358,0.166004912146159,1127,80,25
"T5_1","area",-0.000215173879461706,4.05029480636391e-05,9.71731083661242e-07,-0.000295792980949916,-0.000134554777973496,1127,80,25
"T5_1","naturalwater",-0.185837972186627,0.0401148771617657,1.40056963694225e-05,-0.265684637866619,-0.105991306506635,1127,80,25
"T5_1","dist1",-0.165703823827296,0.113560158073168,0.148482611461225,-0.3917396643378,0.0603320166832073,1127,80,25
